1,Coldplay,rock,china,india,united states,indonesia,brazil,pakistan,nigeria,bangladesh,russia,japan,mexico,ethiopia,philippines,egypt,vietnam,germany,iran,turkey,thailand,france
22,Sam Smith,soul,"china;indonesia;nigeria;philippines;egypt,vietnam;thailand;",,,,,,,,,,,,,,,,,,,
23,David Bowie,rock,"china;india;united states;brazil;pakistan;bangladesh;russia;japan,mexico,ethiopia;egypt,germany,iran;turkey,thailand;france;",,,,,,,,,,,,,,,,,,,
24,Bruno Mars,pop,china,india,indonesia,brazil,nigeria,philippines,vietnam,thailand,,,,,,,,,,,,
25,OneRepublic,rock,"china;india;indonesia;pakistan;bangladesh;philippines;egypt,vietnam;iran;thailand;",,,,,,,,,,,,,,,,,,,
26,Eminem,rap,"china;india;united states;pakistan;nigeria;bangladesh;russia;egypt,vietnam;germany,iran;thailand;france;",,,,,,,,,,,,,,,,,,,
27,陳奕迅,c-pop,china,,,,,,,,,,,,,,,,,,,
28,Justin Timberlake,pop,china,india,united states,indonesia,brazil,pakistan,nigeria,bangladesh,ethiopia,philippines,vietnam,thailand,,,,,,,,
29,Lorde,pop,china,united states,brazil,pakistan,philippines,vietnam,thailand,,,,,,,,,,,,,
30,The Chainsmokers,electronic,"china;india;indonesia;pakistan;bangladesh;philippines;egypt,vietnam;iran;thailand;",,,,,,,,,,,,,,,,,,,
31,The Beatles,classic rock,"china;india;united states;indonesia;brazil;pakistan;bangladesh;russia;japan,mexico,ethiopia;philippines;egypt,vietnam;germany,iran;turkey,thailand;france;",,,,,,,,,,,,,,,,,,,
32,The xx,indie,"china;india;united states;brazil;pakistan;russia;mexico,ethiopia;egypt,germany,turkey,thailand;france;",,,,,,,,,,,,,,,,,,,
33,Mariah Carey,pop,china,philippines,vietnam,,,,,,,,,,,,,,,,,
34,Britney Spears,pop,china,brazil,vietnam,,,,,,,,,,,,,,,,,
35,Michael Jackson,pop,"china;india;united states;brazil;pakistan;nigeria;bangladesh;japan,mexico,ethiopia;egypt,vietnam;germany,iran;turkey,thailand;france;",,,,,,,,,,,,,,,,,,,
36,Kanye West,hip-hop,china,united states,pakistan,nigeria,philippines,thailand,france,,,,,,,,,,,,,
37,Florence + the Machine,indie,"china;brazil;pakistan;russia;egypt,germany,turkey;",,,,,,,,,,,,,,,,,,,
38,Carly Rae Jepsen,pop,china,philippines,,,,,,,,,,,,,,,,,,
39,Linkin Park,rock,"china;india;indonesia;brazil;pakistan;bangladesh;russia;japan,egypt,vietnam;germany,iran;thailand;",,,,,,,,,,,,,,,,,,,
40,David Guetta,electronic,"china;india;brazil;pakistan;nigeria;bangladesh;philippines;egypt,vietnam;germany,iran;thailand;france;",,,,,,,,,,,,,,,,,,,
41,Bob Dylan,folk,"china;india;united states;bangladesh;japan,ethiopia;germany,turkey,france;",,,,,,,,,,,,,,,,,,,
42,Selena Gomez,pop,china,pakistan,philippines,vietnam,thailand,,,,,,,,,,,,,,,
43,Miley Cyrus,pop,china,vietnam,,,,,,,,,,,,,,,,,,
44,Charlie Puth,pop,china,indonesia,philippines,vietnam,thailand,,,,,,,,,,,,,,,
45,Avicii,electronic,"china;india;pakistan;nigeria;bangladesh;egypt,vietnam;germany,thailand;",,,,,,,,,,,,,,,,,,,
46,孫燕姿,c-pop,china,,,,,,,,,,,,,,,,,,,
47,Shawn Mendes,pop,china,philippines,vietnam,,,,,,,,,,,,,,,,,
48,Daft Punk,electronic,"china;india;united states;indonesia;pakistan;bangladesh;russia;japan,mexico,ethiopia;egypt,germany,iran;turkey,thailand;france;",,,,,,,,,,,,,,,,,,,
49,Kendrick Lamar,hip-hop,china,united states,pakistan,nigeria,ethiopia,egypt,,,,,,,,,,,,,,
50,Major Lazer,electronic,"china;india;united states;indonesia;brazil;pakistan;nigeria;mexico,philippines;egypt,vietnam;germany,turkey,france;",,,,,,,,,,,,,,,,,,,
51,Pink Floyd,classic rock,"india;united states;brazil;pakistan;bangladesh;russia;mexico,egypt,germany,iran;turkey,france;",,,,,,,,,,,,,,,,,,,
52,Led Zeppelin,classic rock,"india;united states;brazil;pakistan;bangladesh;russia;japan,mexico,egypt,germany,iran;turkey,france;",,,,,,,,,,,,,,,,,,,
53,Red Hot Chili Peppers,rock,"india;united states;indonesia;brazil;pakistan;bangladesh;russia;japan,mexico,egypt,germany,iran;turkey,thailand;france;",,,,,,,,,,,,,,,,,,,
54,A.R. Rahman,bollywood,india,,,,,,,,,,,,,,,,,,,
55,Queen,classic rock,"india;united states;indonesia;brazil;pakistan;bangladesh;russia;japan,mexico,ethiopia;egypt,vietnam;germany,iran;turkey,thailand;france;",,,,,,,,,,,,,,,,,,,
56,Metallica,metal,"india;pakistan;bangladesh;russia;mexico,egypt,germany,iran;turkey;",,,,,,,,,,,,,,,,,,,
57,Nirvana,grunge,"india;united states;brazil;pakistan;bangladesh;russia;japan,mexico,egypt,germany,iran;turkey,france;",,,,,,,,,,,,,,,,,,,
58,U2,rock,"india;bangladesh;russia;japan,ethiopia;germany,thailand;france;",,,,,,,,,,,,,,,,,,,
59,Guns N' Roses,hard rock,"india;bangladesh;ethiopia;egypt,iran;",,,,,,,,,,,,,,,,,,,
60,Green Day,punk rock,india,brazil,bangladesh,russia,vietnam,germany,,,,,,,,,,,,,,
61,The Rolling Stones,classic rock,"india;united states;brazil;pakistan;bangladesh;russia;japan,mexico,egypt,germany,turkey,france;",,,,,,,,,,,,,,,,,,,
62,Arctic Monkeys,indie rock,"india;indonesia;brazil;pakistan;bangladesh;russia;mexico,egypt,turkey,thailand;france;",,,,,,,,,,,,,,,,,,,
63,AC/DC,hard rock,india,ethiopia,egypt,,,,,,,,,,,,,,,,,
64,John Mayer,acoustic,india,indonesia,bangladesh,philippines,thailand,,,,,,,,,,,,,,,
65,Foo Fighters,rock,"india;brazil;pakistan;bangladesh;mexico,germany;",,,,,,,,,,,,,,,,,,,
66,Hans Zimmer,instrumental,"india;egypt,iran;",,,,,,,,,,,,,,,,,,,
67,The Doors,classic rock,"india;russia;ethiopia;egypt,turkey;",,,,,,,,,,,,,,,,,,,
68,Eagles,grunge,india,,,,,,,,,,,,,,,,,,,
69,Aerosmith,rock,india,,,,,,,,,,,,,,,,,,,
70,Oasis,rock,"india;indonesia;brazil;bangladesh;russia;japan,mexico,ethiopia;philippines;germany,thailand;france;",,,,,,,,,,,,,,,,,,,
71,Pearl Jam,grunge,india,brazil,,,,,,,,,,,,,,,,,,
72,Twenty One Pilots,alternative,india,bangladesh,russia,,,,,,,,,,,,,,,,,
73,Weezer,rock,united states,ethiopia,,,,,,,,,,,,,,,,,,
74,Beck,alternative,"united states;japan,mexico,ethiopia;france;",,,,,,,,,,,,,,,,,,,
75,Fleetwood Mac,classic rock,united states,ethiopia,,,,,,,,,,,,,,,,,,
76,Gorillaz,alternative,"united states;brazil;pakistan;russia;mexico,egypt,germany,turkey,france;",,,,,,,,,,,,,,,,,,,
77,Tame Impala,psychedelic rock,"united states;indonesia;pakistan;mexico,turkey,france;",,,,,,,,,,,,,,,,,,,
78,Modest Mouse,indie,united states,,,,,,,,,,,,,,,,,,,
79,Sufjan Stevens,indie,united states,,,,,,,,,,,,,,,,,,,
80,Childish Gambino,hip-hop,united states,nigeria,,,,,,,,,,,,,,,,,,
