Sia,pop,Foo Fighters,rock,5
Sia,pop,Hans Zimmer,instrumental,2
Sia,pop,The Doors,classic rock,4
Sia,pop,Oasis,rock,10
Sia,pop,Pearl Jam,grunge,1
Sia,pop,Twenty One Pilots,alternative,2
Sia,pop,Weezer,rock,1
Sia,pop,Beck,alternative,3
Sia,pop,Fleetwood Mac,classic rock,1
Sia,pop,Gorillaz,alternative,8
Sia,pop,Tame Impala,psychedelic rock,5
Sia,pop,Childish Gambino,hip-hop,1
Taylor Swift,country,Coldplay,rock,5
Taylor Swift,country,Adele,soul,5
Taylor Swift,country,Rihanna,pop,5
Taylor Swift,country,Maroon 5,rock,5
Taylor Swift,country,Ed Sheeran,acoustic,5
Taylor Swift,country,Lana Del Rey,indie,3
Taylor Swift,country,Sia,pop,5
Taylor Swift,country,The Weeknd,rnb,5
Taylor Swift,country,Radiohead,alternative,5
Taylor Swift,country,Lady Gaga,pop,3
Taylor Swift,country,Drake,hip-hop,5
Taylor Swift,country,Calvin Harris,electronic,5
Taylor Swift,country,Imagine Dragons,indie,5
Taylor Swift,country,Katy Perry,pop,5
Taylor Swift,country,Ariana Grande,pop,5
Taylor Swift,country,Ellie Goulding,electronic,5
Taylor Swift,country,Beyoncé,rnb,3
Taylor Swift,country,Justin Bieber,pop,5
Taylor Swift,country,Sam Smith,soul,4
Taylor Swift,country,David Bowie,rock,2
Taylor Swift,country,Bruno Mars,pop,4
Taylor Swift,country,OneRepublic,rock,5
Taylor Swift,country,Eminem,rap,3
Taylor Swift,country,Justin Timberlake,pop,5
Taylor Swift,country,Lorde,pop,4
Taylor Swift,country,The Chainsmokers,electronic,5
Taylor Swift,country,The Beatles,classic rock,5
Taylor Swift,country,The xx,indie,2
Taylor Swift,country,Mariah Carey,pop,2
Taylor Swift,country,Britney Spears,pop,1
Taylor Swift,country,Michael Jackson,pop,3
Taylor Swift,country,Kanye West,hip-hop,3
Taylor Swift,country,Florence + the Machine,indie,1
Taylor Swift,country,Carly Rae Jepsen,pop,1
Taylor Swift,country,Linkin Park,rock,4
Taylor Swift,country,David Guetta,electronic,4
Taylor Swift,country,Selena Gomez,pop,4
Taylor Swift,country,Miley Cyrus,pop,1
Taylor Swift,country,Charlie Puth,pop,4
Taylor Swift,country,Avicii,electronic,3
Taylor Swift,country,Shawn Mendes,pop,2
Taylor Swift,country,Daft Punk,electronic,3
Taylor Swift,country,Kendrick Lamar,hip-hop,1
Taylor Swift,country,Major Lazer,electronic,4
Taylor Swift,country,Red Hot Chili Peppers,rock,2
Taylor Swift,country,A.R. Rahman,bollywood,-1
Taylor Swift,country,Queen,classic rock,3
Taylor Swift,country,Guns N' Roses,hard rock,-1
Taylor Swift,country,Arctic Monkeys,indie rock,2
Taylor Swift,country,AC/DC,hard rock,-1
Taylor Swift,country,John Mayer,acoustic,2
Taylor Swift,country,Hans Zimmer,instrumental,-1
Taylor Swift,country,The Doors,classic rock,-1
Taylor Swift,country,Eagles,grunge,-1
Taylor Swift,country,Aerosmith,rock,-1
Taylor Swift,country,Oasis,rock,2
Taylor Swift,country,Pearl Jam,grunge,-1
