Maroon 5,Nirvana,8
Maroon 5,U2,4
Maroon 5,Guns N' Roses,4
Maroon 5,Green Day,3
Maroon 5,The Rolling Stones,7
Maroon 5,Arctic Monkeys,8
Maroon 5,AC/DC,2
Maroon 5,John Mayer,4
Maroon 5,Foo Fighters,4
Maroon 5,Hans Zimmer,2
Maroon 5,The Doors,3
Maroon 5,Oasis,8
Maroon 5,Pearl Jam,1
Maroon 5,Twenty One Pilots,1
Maroon 5,Beck,2
Maroon 5,Gorillaz,4
Maroon 5,Tame Impala,3
Maroon 5,Modest Mouse,-1
Maroon 5,Sufjan Stevens,-1
Ed Sheeran,Coldplay,15
Ed Sheeran,Adele,15
Ed Sheeran,Rihanna,15
Ed Sheeran,Maroon 5,13
Ed Sheeran,Lana Del Rey,11
Ed Sheeran,Sia,15
Ed Sheeran,Taylor Swift,5
Ed Sheeran,The Weeknd,15
Ed Sheeran,Radiohead,14
Ed Sheeran,Lady Gaga,4
Ed Sheeran,Drake,14
Ed Sheeran,Calvin Harris,15
Ed Sheeran,Imagine Dragons,14
Ed Sheeran,Katy Perry,8
Ed Sheeran,Ariana Grande,7
Ed Sheeran,Ellie Goulding,8
Ed Sheeran,Beyoncé,5
Ed Sheeran,Justin Bieber,8
Ed Sheeran,Sam Smith,6
Ed Sheeran,David Bowie,11
Ed Sheeran,Bruno Mars,7
Ed Sheeran,OneRepublic,9
Ed Sheeran,Eminem,10
Ed Sheeran,Justin Timberlake,10
Ed Sheeran,Lorde,5
Ed Sheeran,The Chainsmokers,9
Ed Sheeran,The Beatles,14
Ed Sheeran,The xx,9
Ed Sheeran,Mariah Carey,2
Ed Sheeran,Britney Spears,2
Ed Sheeran,Michael Jackson,13
Ed Sheeran,Kanye West,5
Ed Sheeran,Florence + the Machine,5
Ed Sheeran,Carly Rae Jepsen,1
Ed Sheeran,Linkin Park,10
Ed Sheeran,David Guetta,12
Ed Sheeran,Bob Dylan,6
Ed Sheeran,Selena Gomez,4
Ed Sheeran,Miley Cyrus,1
Ed Sheeran,Charlie Puth,4
Ed Sheeran,Avicii,8
Ed Sheeran,Shawn Mendes,2
Ed Sheeran,Daft Punk,11
Ed Sheeran,Kendrick Lamar,4
Ed Sheeran,Major Lazer,11
Ed Sheeran,Pink Floyd,8
Ed Sheeran,Led Zeppelin,8
Ed Sheeran,Red Hot Chili Peppers,10
Ed Sheeran,Queen,12
Ed Sheeran,Metallica,6
Ed Sheeran,Nirvana,8
Ed Sheeran,U2,5
Ed Sheeran,Guns N' Roses,4
Ed Sheeran,Green Day,4
Ed Sheeran,The Rolling Stones,7
Ed Sheeran,Arctic Monkeys,8
Ed Sheeran,AC/DC,2
Ed Sheeran,John Mayer,4
Ed Sheeran,Foo Fighters,4
Ed Sheeran,Hans Zimmer,2
Ed Sheeran,The Doors,3
Ed Sheeran,Oasis,8
Ed Sheeran,Pearl Jam,1
Ed Sheeran,Twenty One Pilots,1
Ed Sheeran,Beck,1
Ed Sheeran,Gorillaz,5
Ed Sheeran,Tame Impala,3
Ed Sheeran,Modest Mouse,-1
Ed Sheeran,Sufjan Stevens,-1
Lana Del Rey,Coldplay,13
Lana Del Rey,Adele,13
Lana Del Rey,Rihanna,12
Lana Del Rey,Maroon 5,9
Lana Del Rey,Ed Sheeran,11
Lana Del Rey,Sia,13
Lana Del Rey,Taylor Swift,3
Lana Del Rey,The Weeknd,12
Lana Del Rey,Radiohead,13
Lana Del Rey,Lady Gaga,3
Lana Del Rey,Drake,12
Lana Del Rey,Calvin Harris,12
Lana Del Rey,Imagine Dragons,11
Lana Del Rey,Katy Perry,5
Lana Del Rey,Ariana Grande,4
Lana Del Rey,Ellie Goulding,6
Lana Del Rey,Beyoncé,4
Lana Del Rey,Justin Bieber,4
Lana Del Rey,Sam Smith,3
Lana Del Rey,David Bowie,12
Lana Del Rey,Bruno Mars,4
Lana Del Rey,OneRepublic,7
Lana Del Rey,Eminem,11
Lana Del Rey,Justin Timberlake,7
Lana Del Rey,Lorde,5
Lana Del Rey,The Chainsmokers,7
Lana Del Rey,The Beatles,13
Lana Del Rey,The xx,10
Lana Del Rey,Mariah Carey,1
Lana Del Rey,Britney Spears,2
Lana Del Rey,Michael Jackson,12
Lana Del Rey,Kanye West,4
Lana Del Rey,Florence + the Machine,6
Lana Del Rey,Linkin Park,10
Lana Del Rey,David Guetta,10
Lana Del Rey,Bob Dylan,6
Lana Del Rey,Selena Gomez,3
Lana Del Rey,Miley Cyrus,1
Lana Del Rey,Charlie Puth,2
Lana Del Rey,Avicii,7
Lana Del Rey,Shawn Mendes,1
Lana Del Rey,Daft Punk,11
Lana Del Rey,Kendrick Lamar,3
Lana Del Rey,Major Lazer,9
Lana Del Rey,Pink Floyd,10
Lana Del Rey,Led Zeppelin,10
Lana Del Rey,Red Hot Chili Peppers,11
Lana Del Rey,Queen,12
Lana Del Rey,Metallica,7
Lana Del Rey,Nirvana,10
Lana Del Rey,U2,5
Lana Del Rey,Guns N' Roses,3
Lana Del Rey,Green Day,5
Lana Del Rey,The Rolling Stones,9
Lana Del Rey,Arctic Monkeys,8
Lana Del Rey,AC/DC,1
Lana Del Rey,John Mayer,2
Lana Del Rey,Foo Fighters,4
Lana Del Rey,Hans Zimmer,2
Lana Del Rey,The Doors,3
Lana Del Rey,Oasis,6
Lana Del Rey,Pearl Jam,1
Lana Del Rey,Twenty One Pilots,2
Lana Del Rey,Beck,1
Lana Del Rey,Gorillaz,7
Lana Del Rey,Tame Impala,3
Sia,Coldplay,18
Sia,Adele,17
Sia,Rihanna,17
Sia,Maroon 5,14
Sia,Ed Sheeran,15
Sia,Lana Del Rey,13
Sia,Taylor Swift,5
Sia,The Weeknd,17
Sia,Radiohead,17
Sia,Lady Gaga,4
Sia,Drake,16
Sia,Calvin Harris,17
Sia,Imagine Dragons,15
Sia,Katy Perry,8
Sia,Ariana Grande,7
Sia,Ellie Goulding,8
Sia,Beyoncé,6
Sia,Justin Bieber,8
Sia,Sam Smith,6
Sia,David Bowie,14
Sia,Bruno Mars,7
Sia,OneRepublic,9
Sia,Eminem,12
Sia,Justin Timberlake,11
Sia,Lorde,6
Sia,The Chainsmokers,9
Sia,The Beatles,17
Sia,The xx,12
Sia,Mariah Carey,2
Sia,Britney Spears,2
Sia,Michael Jackson,15
Sia,Kanye West,6
Sia,Florence + the Machine,6
Sia,Carly Rae Jepsen,1
Sia,Linkin Park,11
Sia,David Guetta,12
Sia,Bob Dylan,7
Sia,Selena Gomez,4
Sia,Miley Cyrus,1
Sia,Charlie Puth,4
Sia,Avicii,8
Sia,Shawn Mendes,2
Sia,Daft Punk,14
Sia,Kendrick Lamar,5
Sia,Major Lazer,13
Sia,Pink Floyd,11
Sia,Led Zeppelin,11
Sia,Red Hot Chili Peppers,13
Sia,Queen,15
Sia,Metallica,8
Sia,Nirvana,11
Sia,U2,6
Sia,Guns N' Roses,4
Sia,Green Day,5
Sia,The Rolling Stones,10
Sia,Arctic Monkeys,10
Sia,AC/DC,2
Sia,John Mayer,4
Sia,Foo Fighters,5
Sia,Hans Zimmer,2
Sia,The Doors,4
Sia,Oasis,10
Sia,Pearl Jam,1
Sia,Twenty One Pilots,2
Sia,Weezer,1
Sia,Beck,3
Sia,Fleetwood Mac,1
Sia,Gorillaz,8
Sia,Tame Impala,5
Sia,Childish Gambino,1
Taylor Swift,Coldplay,5
Taylor Swift,Adele,5
Taylor Swift,Rihanna,5
Taylor Swift,Maroon 5,5
Taylor Swift,Ed Sheeran,5
Taylor Swift,Lana Del Rey,3
Taylor Swift,Sia,5
Taylor Swift,The Weeknd,5
Taylor Swift,Radiohead,5
Taylor Swift,Lady Gaga,3
Taylor Swift,Drake,5
Taylor Swift,Calvin Harris,5
Taylor Swift,Imagine Dragons,5
Taylor Swift,Katy Perry,5
Taylor Swift,Ariana Grande,5
Taylor Swift,Ellie Goulding,5
Taylor Swift,Beyoncé,3
Taylor Swift,Justin Bieber,5
Taylor Swift,Sam Smith,4
Taylor Swift,David Bowie,2
Taylor Swift,Bruno Mars,4
Taylor Swift,OneRepublic,5
Taylor Swift,Eminem,3
Taylor Swift,Justin Timberlake,5
Taylor Swift,Lorde,4
Taylor Swift,The Chainsmokers,5
Taylor Swift,The Beatles,5
Taylor Swift,The xx,2
Taylor Swift,Mariah Carey,2
Taylor Swift,Britney Spears,1
Taylor Swift,Michael Jackson,3
Taylor Swift,Kanye West,3
Taylor Swift,Florence + the Machine,1
Taylor Swift,Carly Rae Jepsen,1
Taylor Swift,Linkin Park,4
Taylor Swift,David Guetta,4
Taylor Swift,Selena Gomez,4
Taylor Swift,Miley Cyrus,1
Taylor Swift,Charlie Puth,4
Taylor Swift,Avicii,3
Taylor Swift,Shawn Mendes,2
Taylor Swift,Daft Punk,3
Taylor Swift,Kendrick Lamar,1
Taylor Swift,Major Lazer,4
Taylor Swift,Red Hot Chili Peppers,2
Taylor Swift,A.R. Rahman,-1
Taylor Swift,Queen,3
Taylor Swift,Guns N' Roses,-1
Taylor Swift,Arctic Monkeys,2
Taylor Swift,AC/DC,-1
Taylor Swift,John Mayer,2
Taylor Swift,Hans Zimmer,-1
Taylor Swift,The Doors,-1
Taylor Swift,Eagles,-1
Taylor Swift,Aerosmith,-1
Taylor Swift,Oasis,2
Taylor Swift,Pearl Jam,-1
Taylor Swift,Twenty One Pilots,-1
Taylor Swift,Weezer,-1
Taylor Swift,Beck,-1
Taylor Swift,Fleetwood Mac,-1
Taylor Swift,Tame Impala,1
Taylor Swift,Modest Mouse,-1
Taylor Swift,Sufjan Stevens,-1
Taylor Swift,Childish Gambino,-1
The Weeknd,Coldplay,17
The Weeknd,Adele,16
The Weeknd,Rihanna,17
The Weeknd,Maroon 5,14
The Weeknd,Ed Sheeran,15
The Weeknd,Lana Del Rey,12
The Weeknd,Sia,17
The Weeknd,Taylor Swift,5
The Weeknd,Radiohead,16
The Weeknd,Lady Gaga,4
The Weeknd,Drake,16
The Weeknd,Calvin Harris,17
The Weeknd,Imagine Dragons,14
The Weeknd,Katy Perry,8
The Weeknd,Ariana Grande,7
The Weeknd,Ellie Goulding,8
The Weeknd,Beyoncé,6
The Weeknd,Justin Bieber,8
The Weeknd,Sam Smith,6
The Weeknd,David Bowie,13
The Weeknd,Bruno Mars,7
The Weeknd,OneRepublic,9
The Weeknd,Eminem,11
The Weeknd,Justin Timberlake,11
The Weeknd,Lorde,6
The Weeknd,The Chainsmokers,9
The Weeknd,The Beatles,16
The Weeknd,The xx,11
The Weeknd,Mariah Carey,2
The Weeknd,Britney Spears,2
The Weeknd,Michael Jackson,15
The Weeknd,Kanye West,6
The Weeknd,Florence + the Machine,5
The Weeknd,Carly Rae Jepsen,1
The Weeknd,Linkin Park,10
The Weeknd,David Guetta,12
The Weeknd,Bob Dylan,7
The Weeknd,Selena Gomez,4
The Weeknd,Miley Cyrus,1
The Weeknd,Charlie Puth,4
The Weeknd,Avicii,8
The Weeknd,Shawn Mendes,2
The Weeknd,Daft Punk,13
The Weeknd,Kendrick Lamar,5
The Weeknd,Major Lazer,13
The Weeknd,Pink Floyd,10
The Weeknd,Led Zeppelin,10
The Weeknd,Red Hot Chili Peppers,12
The Weeknd,Queen,14
The Weeknd,Metallica,7
The Weeknd,Nirvana,10
The Weeknd,U2,5
The Weeknd,Guns N' Roses,4
The Weeknd,Green Day,4
The Weeknd,The Rolling Stones,9
The Weeknd,Arctic Monkeys,9
The Weeknd,AC/DC,2
The Weeknd,John Mayer,4
The Weeknd,Foo Fighters,5
The Weeknd,Hans Zimmer,2
The Weeknd,The Doors,3
The Weeknd,Oasis,9
The Weeknd,Pearl Jam,1
The Weeknd,Twenty One Pilots,1
The Weeknd,Weezer,1
The Weeknd,Beck,3
The Weeknd,Fleetwood Mac,1
The Weeknd,Gorillaz,7
The Weeknd,Tame Impala,5
The Weeknd,Childish Gambino,1
Radiohead,Coldplay,18
Radiohead,Adele,16
Radiohead,Rihanna,16
Radiohead,Maroon 5,14
Radiohead,Ed Sheeran,14
Radiohead,Lana Del Rey,13
Radiohead,Sia,17
Radiohead,Taylor Swift,5
Radiohead,The Weeknd,16
Radiohead,Lady Gaga,4
Radiohead,Drake,15
Radiohead,Calvin Harris,16
Radiohead,Imagine Dragons,14
Radiohead,Katy Perry,7
Radiohead,Ariana Grande,6
Radiohead,Ellie Goulding,8
Radiohead,Beyoncé,5
Radiohead,Justin Bieber,7
Radiohead,Sam Smith,5
Radiohead,David Bowie,15
Radiohead,Bruno Mars,6
Radiohead,OneRepublic,9
Radiohead,Eminem,11
Radiohead,Justin Timberlake,10
Radiohead,Lorde,6
Radiohead,The Chainsmokers,9
Radiohead,The Beatles,18
Radiohead,The xx,12
Radiohead,Mariah Carey,2
Radiohead,Britney Spears,2
Radiohead,Michael Jackson,15
Radiohead,Kanye West,5
Radiohead,Florence + the Machine,6
Radiohead,Carly Rae Jepsen,1
Radiohead,Linkin Park,12
Radiohead,David Guetta,11
Radiohead,Bob Dylan,8
Radiohead,Selena Gomez,4
Radiohead,Miley Cyrus,1
Radiohead,Charlie Puth,4
Radiohead,Avicii,7
Radiohead,Shawn Mendes,2
Radiohead,Daft Punk,15
Radiohead,Kendrick Lamar,4
Radiohead,Major Lazer,12
Radiohead,Pink Floyd,11
Radiohead,Led Zeppelin,12
Radiohead,Red Hot Chili Peppers,14
Radiohead,Queen,16
Radiohead,Metallica,8
Radiohead,Nirvana,12
Radiohead,U2,7
Radiohead,Guns N' Roses,4
Radiohead,Green Day,5
Radiohead,The Rolling Stones,11
Radiohead,Arctic Monkeys,10
Radiohead,AC/DC,2
Radiohead,John Mayer,4
Radiohead,Foo Fighters,5
Radiohead,Hans Zimmer,2
Radiohead,The Doors,4
Radiohead,Oasis,11
Radiohead,Pearl Jam,1
Radiohead,Twenty One Pilots,2
Radiohead,Weezer,1
Radiohead,Beck,4
Radiohead,Fleetwood Mac,1
Radiohead,Gorillaz,8
Radiohead,Tame Impala,5
Lady Gaga,Coldplay,4
Lady Gaga,Adele,4
Lady Gaga,Rihanna,4
Lady Gaga,Maroon 5,4
Lady Gaga,Ed Sheeran,4
Lady Gaga,Lana Del Rey,3
Lady Gaga,Sia,4
Lady Gaga,Taylor Swift,3
Lady Gaga,The Weeknd,4
Lady Gaga,Radiohead,4
Lady Gaga,Drake,4
Lady Gaga,Calvin Harris,4
Lady Gaga,Imagine Dragons,4
Lady Gaga,Katy Perry,4
Lady Gaga,Ariana Grande,4
Lady Gaga,Ellie Goulding,3
Lady Gaga,Beyoncé,4
Lady Gaga,Justin Bieber,4
Lady Gaga,Sam Smith,3
Lady Gaga,David Bowie,2
Lady Gaga,Bruno Mars,4
Lady Gaga,OneRepublic,3
Lady Gaga,Eminem,2
Lady Gaga,Justin Timberlake,4
Lady Gaga,Lorde,4
Lady Gaga,The Chainsmokers,3
Lady Gaga,The Beatles,4
Lady Gaga,The xx,2
Lady Gaga,Mariah Carey,2
Lady Gaga,Britney Spears,2
Lady Gaga,Michael Jackson,3
Lady Gaga,Kanye West,2
Lady Gaga,Florence + the Machine,1
Lady Gaga,Carly Rae Jepsen,1
Lady Gaga,Linkin Park,3
Lady Gaga,David Guetta,4
Lady Gaga,Selena Gomez,3
Lady Gaga,Miley Cyrus,1
Lady Gaga,Charlie Puth,3
Lady Gaga,Avicii,2
Lady Gaga,Shawn Mendes,2
Lady Gaga,Daft Punk,1
Lady Gaga,Major Lazer,3
Lady Gaga,Red Hot Chili Peppers,1
Lady Gaga,A.R. Rahman,-1
Lady Gaga,Queen,2
Lady Gaga,Metallica,-1
Lady Gaga,Guns N' Roses,-1
Lady Gaga,Green Day,1
Lady Gaga,Arctic Monkeys,1
Lady Gaga,AC/DC,-1
Lady Gaga,John Mayer,1
Lady Gaga,Hans Zimmer,-1
Lady Gaga,The Doors,-1
Lady Gaga,Eagles,-1
Lady Gaga,Aerosmith,-1
Lady Gaga,Oasis,2
Lady Gaga,Twenty One Pilots,-1
Lady Gaga,Weezer,-1
Lady Gaga,Beck,-1
Lady Gaga,Fleetwood Mac,-1
Lady Gaga,Tame Impala,-1
Lady Gaga,Modest Mouse,-1
Lady Gaga,Sufjan Stevens,-1
Lady Gaga,Childish Gambino,-1
Drake,Coldplay,16
Drake,Adele,15
Drake,Rihanna,16
Drake,Maroon 5,13
Drake,Ed Sheeran,14
Drake,Lana Del Rey,12
Drake,Sia,16
Drake,Taylor Swift,5
Drake,The Weeknd,16
Drake,Radiohead,15
Drake,Lady Gaga,4
Drake,Calvin Harris,16
Drake,Imagine Dragons,13
Drake,Katy Perry,8
Drake,Ariana Grande,7
Drake,Ellie Goulding,8
Drake,Beyoncé,6
Drake,Justin Bieber,7
Drake,Sam Smith,6
Drake,David Bowie,12
Drake,Bruno Mars,7
Drake,OneRepublic,9
Drake,Eminem,11
Drake,Justin Timberlake,10
Drake,Lorde,6
Drake,The Chainsmokers,9
Drake,The Beatles,15
Drake,The xx,10
Drake,Mariah Carey,2
Drake,Britney Spears,2
Drake,Michael Jackson,14
Drake,Kanye West,6
Drake,Florence + the Machine,5
Drake,Carly Rae Jepsen,1
Drake,Linkin Park,10
Drake,David Guetta,12
Drake,Bob Dylan,6
Drake,Selena Gomez,4
Drake,Miley Cyrus,1
Drake,Charlie Puth,4
Drake,Avicii,8
Drake,Shawn Mendes,2
Drake,Daft Punk,12
Drake,Kendrick Lamar,4
Drake,Major Lazer,13
Drake,Pink Floyd,10
Drake,Led Zeppelin,10
Drake,Red Hot Chili Peppers,12
Drake,Queen,13
Drake,Metallica,7
Drake,Nirvana,10
Drake,U2,4
Drake,Guns N' Roses,3
Drake,Green Day,4
Drake,The Rolling Stones,9
Drake,Arctic Monkeys,9
Drake,AC/DC,1
Drake,John Mayer,4
Drake,Foo Fighters,5
Drake,Hans Zimmer,2
Drake,The Doors,2
Drake,Oasis,8
Drake,Pearl Jam,1
Drake,Twenty One Pilots,1
Drake,Beck,2
Drake,Gorillaz,7
Drake,Tame Impala,5
Drake,Childish Gambino,1
Calvin Harris,Coldplay,17
Calvin Harris,Adele,16
Calvin Harris,Rihanna,17
Calvin Harris,Maroon 5,14
Calvin Harris,Ed Sheeran,15
Calvin Harris,Lana Del Rey,12
Calvin Harris,Sia,17
Calvin Harris,Taylor Swift,5
Calvin Harris,The Weeknd,17
Calvin Harris,Radiohead,16
Calvin Harris,Lady Gaga,4
Calvin Harris,Drake,16
Calvin Harris,Imagine Dragons,14
Calvin Harris,Katy Perry,8
Calvin Harris,Ariana Grande,7
Calvin Harris,Ellie Goulding,8
Calvin Harris,Beyoncé,6
Calvin Harris,Justin Bieber,8
Calvin Harris,Sam Smith,6
Calvin Harris,David Bowie,13
Calvin Harris,Bruno Mars,7
Calvin Harris,OneRepublic,9
Calvin Harris,Eminem,11
Calvin Harris,Justin Timberlake,11
Calvin Harris,Lorde,6
Calvin Harris,The Chainsmokers,9
Calvin Harris,The Beatles,16
Calvin Harris,The xx,11
Calvin Harris,Mariah Carey,2
Calvin Harris,Britney Spears,2
Calvin Harris,Michael Jackson,15
Calvin Harris,Kanye West,6
Calvin Harris,Florence + the Machine,5
Calvin Harris,Carly Rae Jepsen,1
Calvin Harris,Linkin Park,10
Calvin Harris,David Guetta,12
Calvin Harris,Bob Dylan,7
Calvin Harris,Selena Gomez,4
Calvin Harris,Miley Cyrus,1
Calvin Harris,Charlie Puth,4
Calvin Harris,Avicii,8
Calvin Harris,Shawn Mendes,2
Calvin Harris,Daft Punk,13
Calvin Harris,Kendrick Lamar,5
Calvin Harris,Major Lazer,13
Calvin Harris,Pink Floyd,10
Calvin Harris,Led Zeppelin,10
Calvin Harris,Red Hot Chili Peppers,12
Calvin Harris,Queen,14
Calvin Harris,Metallica,7
Calvin Harris,Nirvana,10
Calvin Harris,U2,5
Calvin Harris,Guns N' Roses,4
Calvin Harris,Green Day,4
Calvin Harris,The Rolling Stones,9
Calvin Harris,Arctic Monkeys,9
Calvin Harris,AC/DC,2
Calvin Harris,John Mayer,4
Calvin Harris,Foo Fighters,5
Calvin Harris,Hans Zimmer,2
Calvin Harris,The Doors,3
